Prey,Predator
Staphylinidae,Staphylinidae
Detritus complex,Phascolosomatidae
Detritus complex,Terebratalia transversa
Pycnopodia helianthoides,Solaster stimpsoni
Psolus,Solaster stimpsoni
Cucumaria,Solaster stimpsoni
Octocorallia,Solaster stimpsoni
Terebratalia transversa,Solaster stimpsoni
Eupentacta,Solaster stimpsoni
Pyura,Solaster stimpsoni
Gymnolaemata,Dermasterias imbricata
Strongylocentrotus droebachiensis,Dermasterias imbricata
Strongylocentrotus franciscanus,Dermasterias imbricata
Psolus,Dermasterias imbricata
Cucumaria,Dermasterias imbricata
Aspidochirotacea,Dermasterias imbricata
Clavelinidae,Dermasterias imbricata
Aplidium,Dermasterias imbricata
Boltenia,Dermasterias imbricata
Hydrozoa,Dermasterias imbricata
Octocorallia,Dermasterias imbricata
Clupea pallasii,Dermasterias imbricata
Ulvaceae,Dermasterias imbricata
Trichotropis cancellata,Dermasterias imbricata
Tonicella,Dermasterias imbricata
Katharina tunicata,Dermasterias imbricata
Detritus complex,Dermasterias imbricata
Leptasterias,Dermasterias imbricata
Eupentacta,Dermasterias imbricata
Anthopleura,Dermasterias imbricata
Epiactis,Dermasterias imbricata
Urticina,Dermasterias imbricata
Metridium senile,Dermasterias imbricata
Ophiuroidea,Leptasterias
Strongylocentrotus droebachiensis,Leptasterias
Cucumaria,Leptasterias
Halocynthia,Leptasterias
Lottia testudinalis,Leptasterias
Pharidae,Leptasterias
Lottia digitalis,Leptasterias
Lottia pelta,Leptasterias
Lottia scutum,Leptasterias
Pectinariidae,Leptasterias
Trochidae,Leptasterias
Lacuna,Leptasterias
Littorina,Leptasterias
Trichotropis cancellata,Leptasterias
Crepidula,Leptasterias
Nucella lamellosa,Leptasterias
Nucella emarginata,Leptasterias
Buccinidae,Leptasterias
Tonicella,Leptasterias
Katharina tunicata,Leptasterias
Mytilus,Leptasterias
Pectinidae,Leptasterias
Clinocardium,Leptasterias
Mactromeris,Leptasterias
Macoma,Leptasterias
Mya,Leptasterias
Hiatellidae,Leptasterias
Paguridae,Leptasterias
Terebratalia transversa,Leptasterias
Leptasterias,Leptasterias
Eupentacta,Leptasterias
Nucella canaliculata,Leptasterias
Mopalia,Leptasterias
Chthamalus dalli,Leptasterias
Balanus glandula,Leptasterias
Semibalanus cariosus,Leptasterias
Boltenia,Orthasterias koehleri
Halocynthia,Orthasterias koehleri
Balanus nubilus,Orthasterias koehleri
Acmaea mitra,Orthasterias koehleri
Crepidula,Orthasterias koehleri
Buccinidae,Orthasterias koehleri
Tonicella,Orthasterias koehleri
Katharina tunicata,Orthasterias koehleri
Pectinidae,Orthasterias koehleri
Pododesmus,Orthasterias koehleri
Saxidomus,Orthasterias koehleri
Terebratalia transversa,Orthasterias koehleri
Styela,Orthasterias koehleri
Mopalia,Orthasterias koehleri
Entodesma,Orthasterias koehleri
Bacteria,Eupentacta
Detritus complex,Eupentacta
Strongylocentrotus franciscanus,Styela
Lottia scutum,Styela
Serpulidae,Styela
Littorina,Styela
Detritus complex,Styela
Thaliacea,Pyura
Chaetoceros,Pyura
Prasinophyceae,Pyura
Detritus complex,Pyura
Lottia digitalis,Gobiesocidae
Lottia pelta,Gobiesocidae
Lottia persona,Gobiesocidae
Lottia scutum,Gobiesocidae
Littorina,Gobiesocidae
Naticidae,Gobiesocidae
Nucella emarginata,Gobiesocidae
Tonicella,Gobiesocidae
Ostracoda,Gobiesocidae
Sphaeromatidae,Gobiesocidae
Idoteidae,Gobiesocidae
Gammaridea,Gobiesocidae
Cancer,Gobiesocidae
Gobiesocidae,Gobiesocidae
Pugettia,Gobiesocidae
Colpomenia,Anoplarchus purpurescens
Cucumaria,Anoplarchus purpurescens
Nemertea,Anoplarchus purpurescens
Ulvaceae,Anoplarchus purpurescens
Phyllodocidae,Anoplarchus purpurescens
Capitellidae,Anoplarchus purpurescens
Oligochaeta,Anoplarchus purpurescens
Littorina,Anoplarchus purpurescens
Pycnogonida,Anoplarchus purpurescens
Gammaridea,Anoplarchus purpurescens
Porphyra,Anoplarchus purpurescens
Acrosiphoniaceae,Anoplarchus purpurescens
Desmarestia,Xiphister atropurpureus
Odonthalia,Xiphister atropurpureus
Ulvaceae,Xiphister atropurpureus
Ostracoda,Xiphister atropurpureus
Gammaridea,Xiphister atropurpureus
Caprellidae,Xiphister atropurpureus
Hippolytidae,Xiphister atropurpureus
Paguridae,Xiphister atropurpureus
Porphyra,Xiphister atropurpureus
Acrosiphoniaceae,Xiphister atropurpureus
Microcladia,Xiphister mucosus
Polysiphonia,Xiphister mucosus
Ulvaceae,Xiphister mucosus
Sphaeromatidae,Xiphister mucosus
Gammaridea,Xiphister mucosus
Porphyra,Xiphister mucosus
Acrosiphoniaceae,Xiphister mucosus
Mastocarpus,Xiphister mucosus
Mallotus villosus,Vulpes
Myoxocephalus,Vulpes
Lumpenus,Vulpes
Pholis,Vulpes
Ammodytes hexapterus,Vulpes
Enhydra lutris,Vulpes
Eumetopias jubatus,Vulpes
Nereididae,Vulpes
Oligochaeta,Vulpes
Mytilus,Vulpes
Mya,Vulpes
Gammaridea,Vulpes
Hyas,Vulpes
Chionoecetes opilio,Vulpes
Detritus complex,Vulpes
Staphylinidae,Vulpes
Vulpes,Vulpes
Gavia,Vulpes
Fulmarus glacialis,Vulpes
Puffinus tenuirostris,Vulpes
Oceanodroma,Vulpes
Phalacrocorax auritus,Vulpes
Phalacrocorax pelagicus,Vulpes
Cygnus columbianus,Vulpes
Branta canadensis,Vulpes
Branta bernicla,Vulpes
Chen canagica,Vulpes
Anas,Vulpes
Aythya marila,Vulpes
Clangula hyemalis,Vulpes
Polysticta stelleri,Vulpes
Somateria mollissima,Vulpes
Somateria spectabilis,Vulpes
Buteo lagopus,Vulpes
Charadrius semipalmatus,Vulpes
Calidris,Vulpes
Limosa lapponica,Vulpes
Phalaropus lobatus,Vulpes
Stercorarius parasiticus,Vulpes
Larus hyperboreus,Vulpes
Larus glaucescens,Vulpes
Larus canus,Vulpes
Rissa tridactyla,Vulpes
Sterna,Vulpes
Uria aalge,Vulpes
Uria lomvia,Vulpes
Cepphus columba,Vulpes
Synthliboramphus antiquus,Vulpes
Ptychoramphus aleuticus,Vulpes
Aethia cristatella,Vulpes
Fratercula corniculata,Vulpes
Fratercula cirrhata,Vulpes
Melospiza melodia,Vulpes
Calcarius lapponicus,Vulpes
Plectrophenax,Vulpes
Aethia psittacula,Vulpes
Bubo scandiacus,Vulpes
Bacteria,Haliclona
Detritus complex,Haliclona
Detritus complex,Ophlitaspongia
Bacteria,Halichondria panicea
Detritus complex,Halichondria panicea
Gymnolaemata,Anthopleura
Foraminiferida,Anthopleura
Hydrozoa,Anthopleura
Clupea pallasii,Anthopleura
Lottia scutum,Anthopleura
Serpulidae,Anthopleura
Trochidae,Anthopleura
Littorina,Anthopleura
Mytilus,Anthopleura
Protothaca staminea,Anthopleura
Paguridae,Anthopleura
Cancer,Anthopleura
Detritus complex,Anthopleura
Anthopleura,Anthopleura
Balanus glandula,Anthopleura
Semibalanus cariosus,Anthopleura
Pugettia,Anthopleura
Caprellidae,Epiactis
Detritus complex,Epiactis
Hemilepidotus hemilepidotus,Urticina
Mytilus,Urticina
Telmessus cheiragonus,Urticina
Dermasterias imbricata,Urticina
Epiactis,Urticina
Gymnolaemata,Metridium senile
Foraminiferida,Metridium senile
Clupea pallasii,Metridium senile
Ostracoda,Metridium senile
Gammaridea,Metridium senile
Caprellidae,Metridium senile
Detritus complex,Metridium senile
Harpacticidae,Metridium senile
Chthamalus dalli,Metridium senile
Balanus glandula,Metridium senile
Semibalanus cariosus,Metridium senile
Nemertea,Lineidae
Polynoidae,Lineidae
Phyllodocidae,Lineidae
Nereididae,Lineidae
Nephtyidae,Lineidae
Mya,Lineidae
Lineidae,Lineidae
Emplectonematidae,Lineidae
Lottia digitalis,Emplectonematidae
Lottia pelta,Emplectonematidae
Polynoidae,Emplectonematidae
Phyllodocidae,Emplectonematidae
Syllidae,Emplectonematidae
Nereididae,Emplectonematidae
Goniadidae,Emplectonematidae
Lumbrineridae,Emplectonematidae
Orbiniidae,Emplectonematidae
Spionidae,Emplectonematidae
Opheliidae,Emplectonematidae
Terebellidae,Emplectonematidae
Nucella lamellosa,Emplectonematidae
Nucella emarginata,Emplectonematidae
Chthamalus dalli,Emplectonematidae
Balanus glandula,Emplectonematidae
Semibalanus cariosus,Emplectonematidae
Littorina,Amphiporidae
Idoteidae,Amphiporidae
Gammaridea,Amphiporidae
Caprellidae,Amphiporidae
Mytilus,Nucella canaliculata
Chthamalus dalli,Nucella canaliculata
Balanus glandula,Nucella canaliculata
Semibalanus cariosus,Nucella canaliculata
Ulvaceae,Siphonaria thersites
Biofilm Complex,Siphonaria thersites
Fucus,Siphonaria thersites
Haliclona,Diaulula sandiegensis
Halichondria panicea,Diaulula sandiegensis
Ophlitaspongia,Rostanga pulchra
Haliclona,Archidoris montereyensis
Halichondria panicea,Archidoris montereyensis
Haliclona,Archidoris odhneri
Halichondria panicea,Archidoris odhneri
Gymnolaemata,Triopha catalinae
Gymnolaemata,Hermissenda crassicornis
Aplidium,Hermissenda crassicornis
Hydrozoa,Hermissenda crassicornis
Phacellophora camtschatica,Hermissenda crassicornis
Octocorallia,Hermissenda crassicornis
Detritus complex,Hermissenda crassicornis
Anthopleura,Hermissenda crassicornis
Hermissenda crassicornis,Hermissenda crassicornis
Hydrozoa,Aeolidia papillosa
Octocorallia,Aeolidia papillosa
Anthopleura,Aeolidia papillosa
Epiactis,Aeolidia papillosa
Urticina,Aeolidia papillosa
Metridium senile,Aeolidia papillosa
Biofilm Complex,Onchidella
Bacteria,Leptochiton rugatus
Cyanophycota,Leptochiton rugatus
Detritus complex,Leptochiton rugatus
Biofilm Complex,Leptochiton rugatus
Corallina,Mopalia
Gymnolaemata,Mopalia
Navicula,Mopalia
Foraminiferida,Mopalia
Tintinnina,Mopalia
Hydrozoa,Mopalia
Ulvaceae,Mopalia
Nucella lamellosa,Mopalia
Nucella emarginata,Mopalia
Phaeophyta Crust,Mopalia
Crustose coralline algae complex,Mopalia
Detritus complex,Mopalia
Biofilm Complex,Mopalia
Mastocarpus,Mopalia
Costaria costata,Cryptochiton stelleri
Alaria,Cryptochiton stelleri
Odonthalia,Cryptochiton stelleri
Ulvaceae,Cryptochiton stelleri
Fusitriton,Cryptochiton stelleri
Biofilm Complex,Cryptochiton stelleri
Saccharina sessile,Cryptochiton stelleri
Acrosiphoniaceae,Cryptochiton stelleri
Mastocarpus,Cryptochiton stelleri
Detritus complex,Entodesma
Detritus complex,Prostigmata
Navicula,Harpacticidae
Bacillariaceae,Harpacticidae
Detritus complex,Harpacticidae
Detritus complex,Chthamalus dalli
Detritus complex,Balanus glandula
Ceratium,Semibalanus balanoides
Scrippsiella,Semibalanus balanoides
Chrysophyta,Semibalanus balanoides
Chaetoceros,Semibalanus balanoides
Thalassiosirales,Semibalanus balanoides
Dinophysis,Semibalanus balanoides
Detritus complex,Semibalanus balanoides
Foraminiferida,Semibalanus cariosus
Nemertea,Semibalanus cariosus
Mytilus,Semibalanus cariosus
Ostracoda,Semibalanus cariosus
Detritus complex,Semibalanus cariosus
Detritus complex,Limnoria
Detritus complex,Mimulus
Laminaria,Pugettia
Costaria costata,Pugettia
Nereocystis luetkeana,Pugettia
Alaria,Pugettia
Cystoseira,Pugettia
Odonthalia,Pugettia
Gymnolaemata,Pugettia
Zostera marina,Pugettia
Hydrozoa,Pugettia
Chrysaora,Pugettia
Mytilus,Pugettia
Idoteidae,Pugettia
Detritus complex,Pugettia
Fucus,Pugettia
Foraminiferida,Scyra
Detritus complex,Scyra
Salvelinus,Gavia
Osmerus,Gavia
Microgadus,Gavia
Gasterosteus aculeatus,Gavia
Pungitius,Gavia
Leptocottus armatus,Gavia
Myoxocephalus,Gavia
Pholis,Gavia
Ammodytes hexapterus,Gavia
Enteroctopus dofleini,Gavia
Nereididae,Gavia
Idoteidae,Gavia
Gammaridea,Gavia
Hippolytidae,Gavia
Pandalidae,Gavia
Paguridae,Gavia
Gavia,Gavia
Osmerus,Podiceps
Gasterosteus aculeatus,Podiceps
Myoxocephalus,Podiceps
Clupea pallasii,Podiceps
Nereididae,Podiceps
Ostracoda,Podiceps
Mysida,Podiceps
Gammaridea,Podiceps
Crangonidae,Podiceps
Podiceps,Podiceps
Strongylocentrotus droebachiensis,Diomedeidae
Thaliacea,Diomedeidae
Bathylagus,Diomedeidae
Protomyctophum,Diomedeidae
Gadus macrocephalus,Diomedeidae
Theragra chalcogramma,Diomedeidae
Coryphaenoides,Diomedeidae
Melamphaidae,Diomedeidae
Ammodytes hexapterus,Diomedeidae
Foraminiferida,Diomedeidae
Clupea pallasii,Diomedeidae
Polynoidae,Diomedeidae
Nereididae,Diomedeidae
Trochidae,Diomedeidae
Gonatopsis,Diomedeidae
Moroteuthis,Diomedeidae
Sphaeromatidae,Diomedeidae
Gammaridea,Diomedeidae
Hyperiidea,Diomedeidae
Euphausia,Diomedeidae
Acanthephyra,Diomedeidae
Pandalidae,Diomedeidae
Paguridae,Diomedeidae
Majidae,Diomedeidae
Pinnotheridae,Diomedeidae
Detritus complex,Diomedeidae
Salvelinus,Fulmarus glacialis
Mallotus villosus,Fulmarus glacialis
Boreogadus saida,Fulmarus glacialis
Theragra chalcogramma,Fulmarus glacialis
Lycodes,Fulmarus glacialis
Melamphaidae,Fulmarus glacialis
Myoxocephalus,Fulmarus glacialis
Hydrozoa,Fulmarus glacialis
Chrysaora,Fulmarus glacialis
Nereididae,Fulmarus glacialis
Neocalanus cristatus,Fulmarus glacialis
Neocalanus plumchrus,Fulmarus glacialis
Trochidae,Fulmarus glacialis
Limacina helicina,Fulmarus glacialis
Ostracoda,Fulmarus glacialis
Calanus,Fulmarus glacialis
Aetideidae,Fulmarus glacialis
Euchaetidae,Fulmarus glacialis
Mysida,Fulmarus glacialis
Cumacea,Fulmarus glacialis
Idoteidae,Fulmarus glacialis
Gammaridea,Fulmarus glacialis
Hyperiidea,Fulmarus glacialis
Thysanoessa inermis,Fulmarus glacialis
Thysanoessa spinifera,Fulmarus glacialis
Acanthephyra,Fulmarus glacialis
Pandalidae,Fulmarus glacialis
Paguridae,Fulmarus glacialis
Chaetognatha,Puffinus tenuirostris
Lampanyctus jordani,Puffinus tenuirostris
Stenobrachius leucopsarus,Puffinus tenuirostris
Protomyctophum,Puffinus tenuirostris
Theragra chalcogramma,Puffinus tenuirostris
Melamphaidae,Puffinus tenuirostris
Ammodytes hexapterus,Puffinus tenuirostris
Berryteuthis anonychus,Puffinus tenuirostris
Thysanoessa raschii,Puffinus tenuirostris
Fusitriton,Puffinus tenuirostris
Gonatopsis,Puffinus tenuirostris
Moroteuthis,Puffinus tenuirostris
Gammaridea,Puffinus tenuirostris
Hyperiidea,Puffinus tenuirostris
Euphausia,Puffinus tenuirostris
Thysanoessa inermis,Puffinus tenuirostris
Thysanoessa longipes,Puffinus tenuirostris
Thysanoessa spinifera,Puffinus tenuirostris
Mallotus villosus,Oceanodroma
Protomyctophum,Oceanodroma
Gadus macrocephalus,Oceanodroma
Theragra chalcogramma,Oceanodroma
Sebastes alutus,Oceanodroma
Pleurogrammus monopterygius,Oceanodroma
Anoplopoma fimbria,Oceanodroma
Ammodytes hexapterus,Oceanodroma
Hydrozoa,Oceanodroma
Thysanoessa raschii,Oceanodroma
Neocalanus cristatus,Oceanodroma
Mysida,Oceanodroma
Gammaridea,Oceanodroma
Hyperiidea,Oceanodroma
Euphausia,Oceanodroma
Thysanoessa inermis,Oceanodroma
Thysanoessa longipes,Oceanodroma
Detritus complex,Oceanodroma
Oncorhynchus kisutch,Phalacrocorax auritus
Oncorhynchus nerka,Phalacrocorax auritus
Oncorhynchus tshawytscha,Phalacrocorax auritus
Salvelinus,Phalacrocorax auritus
Mallotus villosus,Phalacrocorax auritus
Osmerus,Phalacrocorax auritus
Microgadus,Phalacrocorax auritus
Gasterosteus aculeatus,Phalacrocorax auritus
Pungitius,Phalacrocorax auritus
Myoxocephalus,Phalacrocorax auritus
Lumpenus,Phalacrocorax auritus
Pholis,Phalacrocorax auritus
Ammodytes hexapterus,Phalacrocorax auritus
Platichthys,Phalacrocorax auritus
Clupea pallasii,Phalacrocorax auritus
Littorina,Phalacrocorax auritus
Mytilus,Phalacrocorax auritus
Hippolytidae,Phalacrocorax auritus
Crangonidae,Phalacrocorax auritus
Hyas,Phalacrocorax auritus
Cancer,Phalacrocorax auritus
Detritus complex,Phalacrocorax auritus
Mallotus villosus,Phalacrocorax pelagicus
Theragra chalcogramma,Phalacrocorax pelagicus
Artedius,Phalacrocorax pelagicus
Ammodytes hexapterus,Phalacrocorax pelagicus
Nereididae,Phalacrocorax pelagicus
Hippolytidae,Phalacrocorax pelagicus
Pandalidae,Phalacrocorax pelagicus
Cyanophycota,Cygnus columbianus
Ulvaceae,Cygnus columbianus
Nereididae,Cygnus columbianus
Macoma,Cygnus columbianus
Mya,Cygnus columbianus
Cygnus columbianus,Cygnus columbianus
Zostera marina,Branta canadensis
Clupea pallasii,Branta canadensis
Somateria mollissima,Branta canadensis
Zostera marina,Branta bernicla
Clupea pallasii,Branta bernicla
Ulvaceae,Branta bernicla
Fucus,Branta bernicla
Zostera marina,Chen canagica
Pharidae,Chen canagica
Ulvaceae,Chen canagica
Mytilus,Chen canagica
Macoma,Chen canagica
Telmessus cheiragonus,Chen canagica
Phoronida,Anas
Gymnolaemata,Anas
Zostera marina,Anas
Foraminiferida,Anas
Cyanophycota,Anas
Ulvaceae,Anas
Nereididae,Anas
Cladophoraceae,Anas
Oligochaeta,Anas
Crepidula,Anas
Mya,Anas
Ostracoda,Anas
Gammaridea,Anas
Detritus complex,Anas
Prostigmata,Anas
Zostera marina,Aythya marila
Ulvaceae,Aythya marila
Lacuna,Aythya marila
Littorina,Aythya marila
Cerithiopsis,Aythya marila
Cephalaspidea,Aythya marila
Nuculidae,Aythya marila
Arcoida,Aythya marila
Mytilus,Aythya marila
Ostreidae,Aythya marila
Macoma,Aythya marila
Mya,Aythya marila
Gammaridea,Aythya marila
Paguridae,Aythya marila
Cancer,Aythya marila
Detritus complex,Aythya marila
Semibalanus balanoides,Aythya marila
Clupea pallasii,Bucephala
Lottia pelta,Bucephala
Nereididae,Bucephala
Oligochaeta,Bucephala
Trochidae,Bucephala
Lacuna,Bucephala
Littorina,Bucephala
Buccinidae,Bucephala
Nuculidae,Bucephala
Mytilus,Bucephala
Musculus,Bucephala
Macoma,Bucephala
Mya,Bucephala
Mysida,Bucephala
Idoteidae,Bucephala
Gammaridea,Bucephala
Paguridae,Bucephala
Cancer,Bucephala
Detritus complex,Bucephala
Balanus glandula,Bucephala
Bucephala,Bucephala
Mallotus villosus,Clangula hyemalis
Clupea pallasii,Clangula hyemalis
Pharidae,Clangula hyemalis
Oligochaeta,Clangula hyemalis
Trochidae,Clangula hyemalis
Lacuna,Clangula hyemalis
Littorina,Clangula hyemalis
Yoldia,Clangula hyemalis
Mytilus,Clangula hyemalis
Macoma,Clangula hyemalis
Mysida,Clangula hyemalis
Idoteidae,Clangula hyemalis
Gammaridea,Clangula hyemalis
Hyperiidea,Clangula hyemalis
Caprellidae,Clangula hyemalis
Pandalidae,Clangula hyemalis
Crangonidae,Clangula hyemalis
Cancer,Clangula hyemalis
Ophiuroidea,Histrionicus histrionicus
Clupea pallasii,Histrionicus histrionicus
Lottia pelta,Histrionicus histrionicus
Cyanophycota,Histrionicus histrionicus
Trochidae,Histrionicus histrionicus
Lacuna,Histrionicus histrionicus
Littorina,Histrionicus histrionicus
Tonicella,Histrionicus histrionicus
Mytilus,Histrionicus histrionicus
Paguridae,Histrionicus histrionicus
Mopalia,Histrionicus histrionicus
Ophiuroidea,Polysticta stelleri
Strongylocentrotus droebachiensis,Polysticta stelleri
Mallotus villosus,Polysticta stelleri
Nereididae,Polysticta stelleri
Trochidae,Polysticta stelleri
Lacuna,Polysticta stelleri
Littorina,Polysticta stelleri
Buccinidae,Polysticta stelleri
Mytilus,Polysticta stelleri
Musculus,Polysticta stelleri
Macoma,Polysticta stelleri
Mya,Polysticta stelleri
Hiatellidae,Polysticta stelleri
Mysida,Polysticta stelleri
Idoteidae,Polysticta stelleri
Gammaridea,Polysticta stelleri
Caprellidae,Polysticta stelleri
Asterias,Somateria mollissima
Ophiuroidea,Somateria mollissima
Strongylocentrotus droebachiensis,Somateria mollissima
Psolus,Somateria mollissima
Boreogadus saida,Somateria mollissima
Lottia testudinalis,Somateria mollissima
Nereididae,Somateria mollissima
Pectinariidae,Somateria mollissima
Trochidae,Somateria mollissima
Lacuna,Somateria mollissima
Littorina,Somateria mollissima
Buccinidae,Somateria mollissima
Cephalaspidea,Somateria mollissima
Tonicella,Somateria mollissima
Mytilus,Somateria mollissima
Musculus,Somateria mollissima
Modiolus,Somateria mollissima
Macoma,Somateria mollissima
Mya,Somateria mollissima
Hiatellidae,Somateria mollissima
Idoteidae,Somateria mollissima
Saduria,Somateria mollissima
Gammaridea,Somateria mollissima
Hyas,Somateria mollissima
Cancer,Somateria mollissima
Leptasterias,Somateria mollissima
Somateria mollissima,Somateria mollissima
Ophiuroidea,Somateria spectabilis
Strongylocentrotus droebachiensis,Somateria spectabilis
Psolus,Somateria spectabilis
Lottia testudinalis,Somateria spectabilis
Hydrozoa,Somateria spectabilis
Pectinariidae,Somateria spectabilis
Trochidae,Somateria spectabilis
Cephalaspidea,Somateria spectabilis
Mytilus,Somateria spectabilis
Musculus,Somateria spectabilis
Macoma,Somateria spectabilis
Mya,Somateria spectabilis
Hiatellidae,Somateria spectabilis
Gammaridea,Somateria spectabilis
Caprellidae,Somateria spectabilis
Hyas,Somateria spectabilis
Clupea pallasii,Melanitta fusca
Acmaea mitra,Melanitta fusca
Lacuna,Melanitta fusca
Littorina,Melanitta fusca
Cerithiopsis,Melanitta fusca
Nuculidae,Melanitta fusca
Nuculana,Melanitta fusca
Mytilus,Melanitta fusca
Pectinidae,Melanitta fusca
Clinocardium,Melanitta fusca
Macoma,Melanitta fusca
Protothaca staminea,Melanitta fusca
Gammaridea,Melanitta fusca
Cancer,Melanitta fusca
Melanitta fusca,Melanitta fusca
Ophiuroidea,Melanitta perspicillata
Clupea pallasii,Melanitta perspicillata
Trochidae,Melanitta perspicillata
Littorina,Melanitta perspicillata
Nuculidae,Melanitta perspicillata
Mytilus,Melanitta perspicillata
Thyasiridae,Melanitta perspicillata
Clinocardium,Melanitta perspicillata
Macoma,Melanitta perspicillata
Tellina,Melanitta perspicillata
Protothaca staminea,Melanitta perspicillata
Mya,Melanitta perspicillata
Idoteidae,Melanitta perspicillata
Paguridae,Melanitta perspicillata
Pinnotheridae,Melanitta perspicillata
Balanus glandula,Melanitta perspicillata
Pharidae,Melanitta nigra
Nuculidae,Melanitta nigra
Mytilus,Melanitta nigra
Clinocardium,Melanitta nigra
Tellina,Melanitta nigra
Oncorhynchus keta,Mergus
Oncorhynchus kisutch,Mergus
Oncorhynchus nerka,Mergus
Oncorhynchus tshawytscha,Mergus
Salvelinus,Mergus
Mallotus villosus,Mergus
Osmerus,Mergus
Gasterosteus aculeatus,Mergus
Pungitius,Mergus
Leptocottus armatus,Mergus
Myoxocephalus,Mergus
Oligocottus maculosus,Mergus
Lumpenus,Mergus
Pholis,Mergus
Ammodytes hexapterus,Mergus
Platichthys,Mergus
Clupea pallasii,Mergus
Mytilus,Mergus
Gobiesocidae,Mergus
Anoplarchus purpurescens,Mergus
Xiphister atropurpureus,Mergus
Mergus,Mergus
Chrysophyta,Buteo lagopus
Detritus complex,Buteo lagopus
Anas,Buteo lagopus
Aythya marila,Buteo lagopus
Somateria spectabilis,Buteo lagopus
Charadrius semipalmatus,Buteo lagopus
Tringa melanoleuca,Buteo lagopus
Tringa incana,Buteo lagopus
Calidris,Buteo lagopus
Limosa lapponica,Buteo lagopus
Gallinago,Buteo lagopus
Phalaropus lobatus,Buteo lagopus
Rissa tridactyla,Buteo lagopus
Asio flammeus,Buteo lagopus
Calcarius lapponicus,Buteo lagopus
Chrysophyta,Aquila chrysaetos
Vulpes,Aquila chrysaetos
Cygnus columbianus,Aquila chrysaetos
Branta canadensis,Aquila chrysaetos
Chen canagica,Aquila chrysaetos
Anas,Aquila chrysaetos
Bucephala,Aquila chrysaetos
Histrionicus histrionicus,Aquila chrysaetos
Falco rusticolus,Aquila chrysaetos
Grus canadensis,Aquila chrysaetos
Tringa melanoleuca,Aquila chrysaetos
Larus argentatus,Aquila chrysaetos
Asio flammeus,Aquila chrysaetos
Corvus corax,Aquila chrysaetos
Strongylocentrotus droebachiensis,Haliaeetus leucocephalus
Strongylocentrotus franciscanus,Haliaeetus leucocephalus
Oncorhynchus keta,Haliaeetus leucocephalus
Salvelinus,Haliaeetus leucocephalus
Gadus macrocephalus,Haliaeetus leucocephalus
Theragra chalcogramma,Haliaeetus leucocephalus
Hexagrammos lagocephalus,Haliaeetus leucocephalus
Pleurogrammus monopterygius,Haliaeetus leucocephalus
Myoxocephalus,Haliaeetus leucocephalus
Ammodytes hexapterus,Haliaeetus leucocephalus
Enhydra lutris,Haliaeetus leucocephalus
Clupea pallasii,Haliaeetus leucocephalus
Nereididae,Haliaeetus leucocephalus
Mytilus,Haliaeetus leucocephalus
Pectinidae,Haliaeetus leucocephalus
Clinocardium,Haliaeetus leucocephalus
Protothaca staminea,Haliaeetus leucocephalus
Cancer,Haliaeetus leucocephalus
Detritus complex,Haliaeetus leucocephalus
Vulpes,Haliaeetus leucocephalus
Cryptochiton stelleri,Haliaeetus leucocephalus
Gavia,Haliaeetus leucocephalus
Fulmarus glacialis,Haliaeetus leucocephalus
Puffinus tenuirostris,Haliaeetus leucocephalus
Oceanodroma,Haliaeetus leucocephalus
Branta canadensis,Haliaeetus leucocephalus
Chen canagica,Haliaeetus leucocephalus
Anas,Haliaeetus leucocephalus
Bucephala,Haliaeetus leucocephalus
Clangula hyemalis,Haliaeetus leucocephalus
Histrionicus histrionicus,Haliaeetus leucocephalus
Somateria mollissima,Haliaeetus leucocephalus
Mergus,Haliaeetus leucocephalus
Haliaeetus leucocephalus,Haliaeetus leucocephalus
Haematopus bachmani,Haliaeetus leucocephalus
Larus hyperboreus,Haliaeetus leucocephalus
Larus glaucescens,Haliaeetus leucocephalus
Rissa tridactyla,Haliaeetus leucocephalus
Uria aalge,Haliaeetus leucocephalus
Uria lomvia,Haliaeetus leucocephalus
Cepphus columba,Haliaeetus leucocephalus
Brachyramphus marmoratus,Haliaeetus leucocephalus
Synthliboramphus antiquus,Haliaeetus leucocephalus
Aethia cristatella,Haliaeetus leucocephalus
Fratercula corniculata,Haliaeetus leucocephalus
Fratercula cirrhata,Haliaeetus leucocephalus
Corvus corax,Haliaeetus leucocephalus
Aethia psittacula,Haliaeetus leucocephalus
Anas,Falco rusticolus
Clangula hyemalis,Falco rusticolus
Mergus,Falco rusticolus
Buteo lagopus,Falco rusticolus
Falco rusticolus,Falco rusticolus
Falco peregrinus,Falco rusticolus
Calidris,Falco rusticolus
Gallinago,Falco rusticolus
Phalaropus lobatus,Falco rusticolus
Larus canus,Falco rusticolus
Rissa tridactyla,Falco rusticolus
Sterna,Falco rusticolus
Asio flammeus,Falco rusticolus
Calcarius lapponicus,Falco rusticolus
Plectrophenax,Falco rusticolus
Oceanodroma,Falco peregrinus
Phalacrocorax pelagicus,Falco peregrinus
Branta bernicla,Falco peregrinus
Anas,Falco peregrinus
Bucephala,Falco peregrinus
Clangula hyemalis,Falco peregrinus
Histrionicus histrionicus,Falco peregrinus
Mergus,Falco peregrinus
Falco peregrinus,Falco peregrinus
Grus canadensis,Falco peregrinus
Haematopus bachmani,Falco peregrinus
Charadrius semipalmatus,Falco peregrinus
Tringa melanoleuca,Falco peregrinus
Tringa incana,Falco peregrinus
Calidris,Falco peregrinus
